,peakTime,peakTotal,adc_b4_ch11,adc_b1_ch9,adc_b3_ch10,adc_b2_ch12,adc_b2_ch13,adc_b2_ch5,adc_b4_ch0,adc_b1_ch5,adc_b4_ch2,adc_b2_ch11,adc_b3_ch6,adc_b1_ch11,adc_b3_ch5,adc_b3_ch15,adc_b3_ch3,adc_b4_ch3,adc_b1_ch10,adc_b4_ch8,adc_b2_ch7,adc_b4_ch9,adc_b3_ch4,adc_b2_ch8,adc_b2_ch10,adc_b2_ch4,adc_b3_ch12,adc_b4_ch10,adc_b3_ch14,adc_b2_ch9,adc_b3_ch0,adc_b3_ch9,adc_b3_ch1,adc_b1_ch2,adc_b4_ch5,adc_b4_ch1,adc_b1_ch4,adc_b4_ch4,adc_b1_ch12,adc_b1_ch7,adc_b4_ch7,adc_b1_ch3,adc_b2_ch3,adc_b3_ch11,adc_b3_ch13,adc_b2_ch1,adc_b2_ch2,adc_b1_ch1,adc_b3_ch7,adc_b1_ch14,adc_b1_ch6,adc_b2_ch0,adc_b3_ch8,adc_b2_ch14,adc_b4_ch6,adc_b1_ch13,adc_b1_ch8,adc_b2_ch6,adc_b3_ch2,adc_b1_ch15
0,978,40.310337007393436,-0.1592887957172174,0.0887468657084004,-3.2135386031884283,-0.07255192587009232,-0.1374278511370951,0.2679272953795342,-0.06701795277428448,0.019001477246106895,0.19388622974215594,-0.15461638821936458,0.10957817251358211,-0.028303817059548063,0.025542481614687286,25.549653986893937,0.06061474847954306,0.041930461436055895,-0.002547630415100538,-0.06322588569312586,-0.16881804750141347,0.03363001622130742,-0.0560368315593381,0.02719928136455314,-0.1110031719278829,-0.0553891758719124,11.861803435800557,-0.14692349844841998,-11.202340816143053,-0.08592660388417167,0.15117168496110125,-7.8684939609515965,-0.12664314243663197,0.22654936575493775,0.29717191403999943,0.07788386191736692,-0.33132215423758615,0.1439658186605675,-0.05941053788305474,0.0817205512859106,-0.05424778888904743,0.11731470733638848,0.09073802689166487,15.869731480945902,8.514063233221425,0.1384109604320655,0.1721879988516941,0.12347854113472419,0.0556730526165128,0.012202988848952689,-0.017892395182656624,0.04032122818277041,-0.07329249861910545,-0.0383706694067279,0.13991729231633804,0.11571503540340625,0.0999423545316031,-0.07483045172333382,-0.1641173423528979,0.09624039475277095
1,2398,104.53146711911847,0.11832881967564723,-0.224477366203601,0.11652999118953856,0.035025067661423874,1.8858155128256937,2.2575355444016307,35.95397618145923,1.8977725399549263,3.6887468772463343,-0.12111617077183559,1.0719603832850424,0.782214580554783,2.1293141491516585,2.082117266864052,2.622149119411344,3.6572680252559877,5.133475286427584,3.3144954692204056,0.0730704981722536,1.2468975245130907,4.485493653454291,-0.02719928136455314,1.6981123535350602,0.8635676056393615,0.2656088601316216,0.04335447495199278,1.4688340560701414,-0.07834484471792125,4.39422779166591,1.0524585823374268,4.448340378086699,1.7750516239919842,0.9519165376565837,2.9456075981568253,2.874152346109792,1.3405341803147925,-0.14465174441091594,0.08682808574128,-0.08255098309202873,-0.1439771408219313,1.8172129169384783,-0.05630059948894333,1.0510025469185595,-0.12358121467148707,0.0026089090735105075,2.428411308982909,-0.02178510754559196,-0.03904956431664861,-0.2581617019211884,0.10332314721834916,-0.06147112787408842,0.9811928319720414,0.06662728205539907,-0.1285722615593403,1.1047681892817747,0.15482162425517337,1.6555336909848577,-0.08357718491688007
2,2886,15.86378504099682,-0.077368843634077,-0.09135706764100039,0.026891536428355053,0.055039392039380367,0.05089920412485004,0.027288891196063668,0.05777409721921077,0.1353855253785116,14.237139477648693,-0.061846555287745845,0.11434244088373785,-0.048888411284673916,0.15789897725443047,0.04196876909692379,0.22449906844275205,-0.0023294700797808834,0.15285782490603228,-0.08754353403663583,0.10078689403069463,0.025869243247159557,0.1324506927766173,0.05439856272910628,0.08030016692655358,-0.007553069437078965,-0.11530307106489002,0.014451491650664259,-0.04962277216453179,0.18954397915626106,-0.06918026260931752,-0.06414533120340975,-0.006784454059105282,0.20414338452642744,-0.04107254096487797,0.049925552511132634,0.07811660547065039,-0.0212408584909034,-0.05166133728961283,0.03575274118758588,-0.06132358743979278,-0.0639898403653028,0.11771419704864636,0.04691716624078611,-0.049486667007376126,0.16312720336636294,0.17479690792520464,-0.0021662901953460384,0.014523405030394641,0.07077733532392563,0.06134535491196557,-0.14616445216254276,0.04255693468206122,-0.024666858904325066,-0.053301825644319255,0.054000349854922906,-0.01890801301949248,0.049026847680804904,0.05744106982351427,-0.020261135737425467
3,2180,70.63748060475997,1.2811370284113344,2.466640826307011,0.945685697730486,0.13009310845671726,-0.10943328886842758,0.01984646632440994,1.4374195388139632,2.137666190187026,1.0111535019464335,0.5334265393568077,0.014292805110467242,0.0566076341190961,7.548964339031668,1.4992176960734442,0.0022449906844275247,1.970731687494627,0.045857347471809674,-0.06565765052747687,1.151490264300686,1.2339629028895114,3.1864580127605437,1.0362926199894746,2.531817027801925,0.07553069437078963,1.2662747983019174,2.594042751294234,1.148767175608911,0.035381542775835405,2.3162576814378903,0.019006024060269557,0.04296820904100015,0.01991642775867584,2.179260702959996,2.1587808905813755,1.1528933497047715,0.02596104926665972,-0.00774920059344192,0.02809143950453177,3.0614621729558076,2.388954040304638,1.6896892034691113,0.9078471667592113,1.4539654068357646,0.06426223162917326,0.4382967243497668,-0.09531676859522568,0.033887945070920834,2.208740981660438,-0.07923775009462217,3.379422937068446,1.1395801398196397,0.7893394849384022,1.870005716354867,0.05142890462373611,3.260281673503917,1.22309083161587,0.03282346847057958,3.6976572720801477
4,1720,10.723815835315717,-0.21845320555504102,0.049593836719400236,0.11204806845147938,-0.1125805746260053,0.03817440309363752,0.009923233162204975,0.11092626666088465,-0.009500738623053442,0.20124899796021253,0.06442349509140192,0.014292805110467233,0.19812671941683643,-0.09752583889244237,0.013989589698974595,0.044899813688550436,2.1873724049142496,0.33119195396306994,-0.11915647688319876,-0.26204592447980596,0.0776077297414787,1.6352566300497762,-0.03535906577391908,-0.03542654423230305,0.027694587935956205,-0.09677222035803269,1.11999060292648,-0.04466049494807862,0.0353815427758354,0.11530043768219587,-0.16155120451229119,0.08141344870926343,0.321152397608648,0.15704206839512164,-0.017973198904007746,-0.08081028152136245,1.014841016787607,0.18598081424260618,0.1225808269288659,0.19340516038703873,0.16264084426181127,0.8460707912871457,0.011729291560196527,-0.06126920677103711,-0.004943248586859482,-0.04435145424967878,0.056323545078997,0.06293475513171012,0.07077733532392563,0.18659212119056193,0.15120460568538904,1.1632228813096734,-0.24118706484228955,0.0022209094018466355,-0.11828648063459306,1.2938483194766994,0.1006340557658627,-0.06359547016174795,-0.02279377770460365
5,1690,26.005594020935078,0.018204433796253416,0.02610201932600012,-0.08739749339215391,0.05503939203938038,0.043264323506122526,0.7963394612669489,0.6216492860787076,1.800389969068628,0.07853619432593659,0.033500217447529,-0.04764268370155744,0.043742262728392475,1.1029707969978602,-0.07694274334436027,1.3896492336606354,1.5258029022564785,-0.0866194341134183,-0.03161294284656293,-0.11590492813529879,0.6622526271272847,0.6342350481034176,-0.0979174129123913,-0.06849131884911924,0.1107783517438248,0.9450733860497237,0.876723826806965,0.014886831649359543,-0.15416243638042568,0.38945925617097277,1.0453313233148256,0.7960426096016868,0.07717615756486891,0.050736668250731594,0.015976176803562447,0.28014230927405664,-0.06136248008483205,1.7487362672533941,0.022983905049162357,-0.05660638840596257,-0.055991110319639964,-0.18638081199369003,1.203425314076164,3.6573003426403683,0.002471624293429741,0.010435636294042077,-0.004332580390692077,-0.007261702515197325,0.9542737279881007,-0.10479831464127452,-0.12600383807115753,3.0428208297673778,0.07674133881345577,-0.07106910085909232,-0.1440009329464611,-0.06212632849261815,0.09805369536160984,0.9949613880144437,2.4060098688192744
6,1008,24.655229074177196,0.09784883165486212,-0.10440807730400048,3.0096111186067374,-0.005003581094489125,0.0,-0.03473131606771739,0.30042530553989594,0.5011639623660693,0.8540811132945602,-0.01546163882193646,-0.016674939295545105,-0.043742262728392454,1.6114983855084521,0.04430036738008622,0.0763296832705357,5.562774550516749,-0.06623839079261398,0.07538470986488086,-0.1814164092552503,0.06984695676733081,-0.005094257414485277,-0.01359964068227657,0.7179779631080084,-0.18882673592697413,0.0803003530630484,1.8762853326445765,-0.01736797025758613,-0.025272530554168143,0.0691802626093175,0.011878765037668477,0.0542756324728423,-0.03983285551735168,2.319390548604874,0.7708505307718879,0.5414288861931287,2.544182828132652,0.033579869238248336,1.5067226643339768,1.000046195172005,0.10664973394217131,0.09564278510202516,0.0469171662407861,1.1971060399879556,-0.08403522597661119,-0.22436618032190445,0.8253565644268406,0.009682270020263095,-0.2074508104321958,-0.08946197591328311,0.07812237960411768,0.04255693468206123,-0.14526039132546983,0.10438274188679186,0.025714452311868054,0.05942518377554778,-0.11869657859563296,-0.061544003382336704,0.02279377770460365
7,676,14.953735829157083,-0.05233774716422858,-0.010440807730400055,0.006722884107088763,0.007505371641733687,-0.1654224134057626,0.1810990052102407,0.15945650832502167,-0.04275332380374051,-0.09080747468936418,-0.0051538796073121625,-0.009528536740311488,-0.12350756535075519,-0.0719833572777551,0.013989589698974595,-0.1751092733853466,0.11414403390926325,-0.09680995577382041,0.25290354277250343,0.03275574055997575,0.16297623245710524,0.09169663346073506,-0.059838419002016904,0.14642971616018596,-0.04028303699775448,-0.018530850706857314,14.073344285805215,-0.09428326711261042,0.0,0.040995711175891875,-0.03801204812053911,-0.22388698395047446,-0.009958213879337924,0.03140841367902433,-0.043934486209796716,0.1373774785863162,0.07316295702422283,0.1317364100885127,-0.09959692187970352,0.028303194202981274,-0.05065862362253139,-0.03188092836734173,0.2650819892604415,0.042417143149179534,0.16559882765979264,0.1695790897781836,0.02599548234415246,0.06293475513171011,0.012202988848952689,-0.06901352427596127,0.057961765512732466,0.014185644894020404,-0.09318591141633913,-0.057743644448012534,0.03600023323661528,0.129654946419377,-0.03870540606379335,-0.02461760135293469,0.124099456391731
8,678,10.184017331374154,0.03413331336797515,-0.05481424058460024,-0.035855381904473405,-0.09006445970080425,-0.06871392556854754,-0.03721212435826863,0.0231096388876843,0.028502215869160342,0.04663086538102485,-0.01546163882193646,0.06193548881202469,-0.077192228344222,-0.05805109457883473,-0.0046631965663248565,0.03367486026641281,-0.04425993151583678,0.13247678158522797,0.0997023582083908,0.1385819792922051,0.12675929191108187,-0.03311267319415433,-0.12511669427694444,0.040150083463276774,0.10070759249438621,9.607216599799585,0.05539738466087965,0.18112311840054102,-0.15668968943584247,0.05636910286685132,-0.028509036090404335,-0.07689047933652658,0.12447767349172406,-0.2198588957531703,-0.049925552511132634,-0.1993320277526941,-0.1463259140484457,-0.023247601780325772,0.06639794791980234,0.1084955777780949,-0.09065227385084561,0.04659520299842252,0.014075149872235834,-0.07540825448743026,0.08897847456347067,0.04174254517616827,0.008665160781384162,0.07987872766717054,-0.02440597769790539,0.2658298712851841,0.11340345426404179,0.12057798159917346,0.04659295570816956,0.06662728205539908,-0.07200046647323056,0.18908013019492478,0.018062522829770233,-0.0348749352499908,-0.1392953081948001
9,1464,106.73073122238515,0.9739372080995579,2.5449468842850123,-0.03361442053544381,0.19263787213783135,0.4199184340300128,0.009923233162204975,1.0029583277254988,2.869223064162141,0.8344470647130761,1.082314717535552,4.845260932448393,1.2093449107261445,3.6827614400812765,0.013989589698974595,0.0628597391639706,53.517245612886015,0.10700047743422259,0.5763282657411858,0.16377870279987872,1.4383299245420715,4.460022366381865,0.2175942509164251,2.690055592039545,-0.15357907855393896,0.3664990473134005,-0.021677237475996387,0.9800497502495029,0.03790879583125221,0.6713047705052294,1.1094766545182353,-0.027137816236421135,0.01991642775867584,3.778673768768774,0.633056005841162,0.05926087311566581,0.17700715409086168,1.102969551133234,0.08172055128591059,3.290246326096574,-0.07465481375951995,0.129976092574547,-0.08679675754545431,1.2678012785699213,1.3074892512243335,-0.12783654460201532,0.2426245018787563,0.18880426539513034,-0.029287173237486464,-0.08434986300395268,1.602768820265124,0.056742579576081656,0.14526039132546983,1.0993501539140844,1.3062941774428969,0.09183892038039206,-0.05418756848931069,0.7426309741468631,4.019302801911778
10,2152,23.590647016215993,-0.08874661475673541,-0.015661211595600074,0.0,0.14010027064569547,-0.05089920412485004,0.05457778239212733,2.151507380443409,0.34202659042992406,2.5573348277383103,0.1700780270413011,0.059553354626946796,1.2968294361829298,2.0805512297054376,-0.02797917939794919,-0.08081966463939075,0.08153145279233091,-0.028023934566105916,1.164815355654127,0.24692789037520183,-0.06984695676733081,0.19103465304319808,-0.03263913763746377,0.14879148577567283,0.08308376380786862,-0.04323865164933375,-0.1758264817497485,-0.039698217731625435,0.10867188138292301,2.580167572132694,0.8766528597799331,0.1334275964957373,1.1227886148953508,-0.13288175018048756,1.3959184482112685,0.28283598532476867,0.009440381551512623,0.030996802373767698,-0.13024212861192005,0.6745594618377205,0.10131724724506273,-0.11035705973310597,-0.04691716624078611,1.6000688999051609,0.09145009885690042,-0.0626138177642524,0.08231902742314948,2.8804753310282702,-0.06101494424476346,2.1291950267361384,0.07056214931984824,0.08274959521511904,-0.019185334703363942,0.15768456753111113,-0.10542925447865899,-0.09183892038039206,-0.018062522829770233,-0.11693360642643977,-0.04052227147485094
11,1108,72.49419909964777,0.8624350510975057,0.1827141352820008,3.119418225689186,0.13759848009845094,0.07634880618727503,3.770828601637889,-0.1802551833239376,0.16388774124767194,0.13989259614307453,0.3324252346716339,0.03573201277616808,3.4144695670927527,0.5340700701252797,-0.12124311072444646,-0.06734972053282562,1.0109900146249031,0.028023934566105916,4.160749631574553,1.5420394786696279,1.345200648852297,1.4340334621776067,1.082531398309215,0.007085308846460611,0.7175415965225018,0.9327194855784853,0.009634327767109506,1.1586917300418176,0.05812682027458674,2.001103151773221,1.3351731902339363,4.326220205022804,-0.07717615756486894,-0.2174428639317069,2.0209863656506495,0.03232411260854499,3.9319189162050074,-0.08007507279889992,0.2017476109870918,1.1014659743993547,0.0,2.0134032453528885,1.923603815872231,0.6268311154267642,1.6288004093701998,0.8739845396260233,1.1719629956822069,-0.05083191760638126,1.2129770915858977,0.17125578246257056,2.565438143128768,3.3880048555218747,0.002740762100480563,3.349131377984726,0.7714335693560418,3.20085648972837,1.8630202118705868,3.540831661263772,3.7761691730626716
